Case ID,"Activity (Action, Target Information, Goals)",Beginning Timestamp,End Timestamp
P12,Target Information\Control-flow\Paths,"0:10:22,5","0:10:25,5"
P12,Target Information\Control-flow,"0:10:22,5","0:10:25,5"
P12,Action\EXTERNAL\Consult artifacts,"0:10:26,8","0:10:34,3"
P12,Action\DISCO\MAP\Inspect process map (Frequency),"0:10:34,4","0:10:49,9"
P12,Goals\Check conformance\Check temporal constraints,"0:10:49,8","0:12:09,6"
P12,Goals\Check conformance,"0:10:49,8","0:12:09,6"
P12,Action\EXTERNAL\Consult artifacts,"0:10:50,0","0:11:27,5"
P12,Action\DISCO\MAP\Filtering\Follower Filter,"0:11:31,2","0:12:00,5"
P12,Goals\Focus the analysis (Filtering),"0:11:31,2","0:12:00,5"
P12,Action\DISCO\MAP\Filtering,"0:11:31,2","0:12:00,5"
P12,Action\DISCO\Reuse previously saved event log,"0:11:53,0","0:12:00,4"
P2,Action\DISCO\MAP\Inspect process map (Frequency),"0:00:00,6","0:02:14,0"
P2,Target Information\Mainstream behavior (Most frequent behavior),"0:00:07,0","0:00:17,7"
P2,Goals\Characterize behavior,"0:00:12,8","0:00:28,8"
P2,Goals\Characterize behavior\Quantify behavior,"0:00:18,4","0:00:29,2"
P2,Target Information\Control-flow\Activity,"0:00:19,3","0:00:29,0"
P2,Target Information\Control-flow,"0:00:19,3","0:00:29,0"
P2,Target Information\Control-flow\Endpoints,"0:00:19,4","0:00:28,7"
P2,Target Information\Control-flow\Activity,"0:00:43,6","0:01:04,0"
P2,Target Information\Control-flow,"0:00:43,6","0:01:04,0"
P2,Goals\Obtain information about log characteristics,"0:00:53,2","0:01:04,0"
P2,Goals\Obtain information about log characteristics\Process context,"0:00:53,2","0:01:04,0"
P2,Action\DISCO\MAP\Changes level of detail (Paths),"0:01:04,1","0:01:18,4"
P2,Target Information\Control-flow\Structuredness of the process,"0:01:04,6","0:01:27,2"
P2,Target Information\Control-flow,"0:01:04,6","0:01:27,2"
P2,Goals\Obtain information about log characteristics\Process structuredness,"0:01:04,8","0:01:25,4"
P2,Goals\Obtain information about log characteristics,"0:01:04,8","0:01:25,4"
P2,Goals\Characterize behavior,"0:01:38,4","0:02:05,6"
P2,Goals\Characterize behavior\Quantify behavior,"0:01:38,4","0:01:52,4"
P2,Target Information\Control-flow\Endpoints,"0:01:39,6","0:01:53,5"
P2,Target Information\Control-flow,"0:01:39,6","0:01:53,5"
P2,Target Information\Control-flow\Activity,"0:01:39,9","0:01:51,0"
P2,Target Information\Mainstream behavior (Most frequent behavior),"0:01:55,8","0:02:05,8"
P2,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:02:14,1","0:04:36,4"
P2,Action\DISCO\INSPECT STATISTICS,"0:02:14,1","0:04:36,4"
P2,Goals\Characterize behavior,"0:02:17,7","0:03:27,2"
P2,Goals\Characterize behavior\Quantify behavior,"0:02:18,0","0:02:25,6"
P2,Target Information\Mainstream behavior (Most frequent behavior),"0:02:44,0","0:03:08,6"
P2,Goals\Characterize behavior\Quantify behavior,"0:02:53,6","0:03:27,2"
P2,Goals\Obtain information about log characteristics\Have an idea of log size,"0:02:53,6","0:03:27,2"
P2,Target Information\Size of the log,"0:03:13,0","0:03:27,0"
P2,Target Information\Temporal aspects\Time covered in the log,"0:03:27,2","0:03:36,7"
P2,Target Information\Temporal aspects,"0:03:27,2","0:03:36,7"
P2,Goals\Characterize behavior,"0:03:28,0","0:03:35,6"
P2,Target Information\Data Attributes,"0:03:36,9","0:04:35,8"
P2,Target Information\Data Attributes\Resources,"0:03:36,9","0:03:47,7"
P2,Target Information\Data Attributes\Other attributes,"0:03:36,9","0:04:35,8"
P2,Goals\Make hypotheses/assumptions,"0:03:57,2","0:04:04,4"
P2,Goals\Make hypotheses/assumptions\Make assumptions,"0:03:57,2","0:04:04,4"
P2,Goals\Point out things that are weird/interesting,"0:04:05,1","0:04:20,0"
P2,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:04:05,1","0:04:20,0"
P2,Goals\Detect anomalies\Find anomalies in data attributes,"0:04:06,8","0:04:15,6"
P2,Target Information\Variants and their distribution\Variants,"0:04:36,4","0:06:36,8"
P2,Goals\Obtain information about log characteristics\Process structuredness,"0:04:37,1","0:05:00,5"
P2,Goals\Obtain information about log characteristics,"0:04:37,1","0:05:00,5"
P2,Goals\Characterize behavior,"0:04:46,0","0:05:01,2"
P2,Goals\Characterize behavior\Quantify behavior,"0:04:46,0","0:05:01,2"
P2,Action\DISCO\VARIANTS\Variant scrolling,"0:04:59,0","0:05:50,0"
P2,Action\DISCO\VARIANTS,"0:04:59,0","0:05:50,0"
P2,Goals\Point out things that are weird/interesting,"0:05:17,1","0:05:44,2"
P2,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:05:17,1","0:05:44,2"
P2,Goals\Characterize behavior,"0:05:17,2","0:06:36,2"
P2,Target Information\Temporal aspects\Time covered in the log,"0:05:29,2","0:05:50,0"
P2,Target Information\Temporal aspects,"0:05:29,2","0:05:50,0"
P2,Action\DISCO\INSPECT STATISTICS\Look for patterns in a distribution,"0:05:43,1","0:05:55,4"
P2,Target Information\Mainstream behavior (Most frequent behavior),"0:05:49,4","0:06:36,2"
P2,Action\DISCO\MAP\Inspect process map (Performance),"0:06:37,4","0:08:46,2"
P2,Target Information\Temporal aspects\Mean duration,"0:06:37,4","0:08:46,2"
P2,Target Information\Temporal aspects,"0:06:37,4","0:08:46,2"
P2,Goals\Detect anomalies\Find bottlenecks in the process,"0:06:53,8","0:07:03,2"
P2,Goals\Detect anomalies,"0:06:53,8","0:07:03,2"
P2,Goals\Characterize behavior,"0:07:06,8","0:07:21,2"
P2,Target Information\Control-flow\Loops,"0:07:34,8","0:08:06,6"
P2,Target Information\Control-flow\Paths,"0:07:34,8","0:08:06,6"
P2,Goals\Understanding,"0:07:34,8","0:08:06,6"
P2,Target Information\Control-flow,"0:07:34,8","0:08:06,6"
P2,Goals\Interpret findings,"0:07:34,8","0:08:06,6"
P2,Goals\Point out things that are weird/interesting,"0:07:37,1","0:08:07,1"
P2,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:07:37,1","0:08:07,1"
P2,Goals\Characterize behavior,"0:08:33,6","0:08:42,8"
P2,Goals\Characterize behavior\Quantify behavior,"0:08:33,6","0:08:42,8"
P2,Action\EXTERNAL\Consult artifacts,"0:08:56,8","0:10:36,4"
P2,Goals\Point out things that are weird/interesting,"0:10:02,8","0:10:58,5"
P2,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:10:02,8","0:10:58,5"
P2,Goals\Understanding,"0:10:30,4","0:10:57,7"
P2,Goals\Conceptualize the process,"0:10:30,4","0:10:57,7"
P2,Action\DISCO\MAP\Inspect process map (Performance),"0:10:41,0","0:11:03,6"
P2,Action\EXTERNAL\Consult artifacts,"0:11:04,4","0:11:16,4"
P3,Action\EXTERNAL\Consult artifacts,"0:00:07,0","0:01:43,3"
P3,Action\DISCO\MAP\Inspect process map (Frequency),"0:01:45,2","0:02:47,3"
P3,Target Information\Control-flow\Paths,"0:02:36,4","0:02:47,2"
P3,Target Information\Control-flow\Activity,"0:02:36,4","0:02:47,2"
P3,Goals\Characterize behavior,"0:02:36,4","0:02:47,2"
P3,Target Information\Control-flow,"0:02:36,4","0:02:47,2"
P3,Action\DISCO\MAP\Inspect process map (Performance),"0:03:07,8","0:03:18,0"
P3,Target Information\Temporal aspects\Mean duration,"0:03:07,8","0:03:18,0"
P3,Target Information\Temporal aspects,"0:03:07,8","0:03:18,0"
P3,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:03:19,7","0:04:40,4"
P3,Action\DISCO\INSPECT STATISTICS,"0:03:19,7","0:04:40,4"
P3,Target Information\Variants and their distribution\Variants,"0:03:27,1","0:03:31,8"
P3,Target Information\Control-flow\Endpoints,"0:03:32,0","0:03:49,3"
P3,Target Information\Control-flow\Activity,"0:03:32,0","0:03:49,3"
P3,Target Information\Control-flow,"0:03:32,0","0:03:49,3"
P3,Target Information\Data Attributes,"0:03:49,7","0:03:53,2"
P3,Target Information\Data Attributes\Resources,"0:03:49,7","0:03:53,2"
P3,Target Information\Data Attributes,"0:03:53,2","0:04:40,5"
P3,Target Information\Data Attributes\Other attributes,"0:03:53,2","0:04:40,5"
P3,Action\DISCO\VARIANTS\Inspect variants,"0:04:40,2","0:09:55,3"
P3,Action\DISCO\VARIANTS,"0:04:40,2","0:07:40,1"
P3,Action\DISCO\VARIANTS\Look at single cases,"0:04:46,6","0:04:59,0"
P3,Goals\Check hypotheses,"0:05:08,9","0:05:35,6"
P3,Target Information\Variants and their distribution\Variants,"0:05:30,0","0:09:33,2"
P3,Target Information\Variants and their distribution\Distribution of variants,"0:05:30,0","0:05:53,1"
P3,Target Information\Mainstream behavior (Most frequent behavior),"0:05:36,1","0:07:14,2"
P3,Action\DISCO\VARIANTS\Look at single cases,"0:05:38,4","0:06:32,2"
P3,Goals\Characterize behavior,"0:05:38,5","0:06:20,0"
P3,Goals\Characterize behavior\Quantify behavior,"0:05:38,7","0:05:52,7"
P3,Target Information\Temporal aspects\Temporal constraints,"0:06:06,5","0:06:32,1"
P3,Target Information\Temporal aspects,"0:06:06,5","0:06:32,1"
P3,Action\DISCO\VARIANTS\Look at single cases,"0:06:32,6","0:06:47,6"
P3,Goals\Understanding,"0:06:33,0","0:07:25,0"
P3,Goals\Interpret findings,"0:06:33,0","0:07:25,0"
P3,Target Information\Temporal aspects\Temporal constraints,"0:06:35,0","0:06:47,7"
P3,Target Information\Temporal aspects,"0:06:35,0","0:06:47,7"
P3,Action\DISCO\VARIANTS\Case scrolling,"0:06:48,0","0:07:40,2"
P3,Target Information\Temporal aspects\Temporal constraints,"0:06:48,0","0:07:14,2"
P3,Target Information\Temporal aspects,"0:06:48,0","0:07:14,2"
P3,Target Information\Data Attributes,"0:07:14,0","0:07:40,2"
P3,Target Information\Data Attributes\Other attributes,"0:07:14,0","0:07:40,2"
P3,Goals\Characterize behavior,"0:07:25,5","0:07:39,0"
P3,Action\DISCO\INSPECT STATISTICS\Look for attributes correlation,"0:07:40,5","0:08:17,6"
P3,Action\EXTERNAL\Use calculator,"0:07:40,5","0:08:18,8"
P3,Target Information\Data Attributes,"0:07:40,5","0:08:18,8"
P3,Target Information\Data Attributes\Other attributes,"0:07:40,5","0:08:18,8"
P3,Action\DISCO\INSPECT STATISTICS,"0:07:40,5","0:08:17,6"
P3,Goals\Make hypotheses/assumptions,"0:07:46,0","0:07:57,0"
P3,Goals\Make hypotheses/assumptions\Make hypothesis,"0:07:46,0","0:07:57,0"
P3,Goals\Check hypotheses,"0:08:04,0","0:08:17,0"
P3,Action\DISCO\VARIANTS,"0:08:18,0","0:08:29,7"
P3,Target Information\Data Attributes,"0:08:19,2","0:09:30,6"
P3,Target Information\Data Attributes\Other attributes,"0:08:19,2","0:09:30,6"
P3,Action\DISCO\VARIANTS\Look at single cases,"0:08:28,8","0:08:48,8"
P3,Action\DISCO\INSPECT STATISTICS\Look for attributes correlation,"0:08:30,0","0:08:39,2"
P3,Goals\Understanding,"0:08:30,0","0:09:30,9"
P3,Action\DISCO\INSPECT STATISTICS,"0:08:30,0","0:08:39,2"
P3,Goals\Interpret findings,"0:08:30,0","0:09:30,9"
P3,Action\DISCO\VARIANTS,"0:08:39,5","0:09:55,5"
P3,Action\DISCO\VARIANTS\Case scrolling,"0:08:48,7","0:09:29,6"
P3,Goals\Characterize behavior,"0:09:07,5","0:09:53,5"
P3,Target Information\Mainstream behavior (Most frequent behavior),"0:09:07,6","0:09:51,0"
P3,Action\DISCO\VARIANTS\Case scrolling,"0:09:30,8","0:09:55,2"
P3,Target Information\Temporal aspects\Temporal constraints,"0:09:30,8","0:09:55,2"
P3,Target Information\Temporal aspects,"0:09:30,8","0:09:55,2"
P3,Target Information\Variants and their distribution\Variants,"0:09:37,3","0:09:55,1"
P3,Action\DISCO\MAP\Filtering\Variation Filter,"0:09:55,7","0:10:13,3"
P3,Target Information\Variants and their distribution\Variants,"0:09:55,7","0:10:13,3"
P3,Action\DISCO\MAP\Filtering,"0:09:55,7","0:10:13,3"
P4,Action\EXTERNAL\Consult artifacts,"0:00:02,0","0:01:36,0"
P4,Action\DISCO\MAP\Inspect process map (Frequency),"0:03:21,9","0:04:10,5"
P4,Target Information\Control-flow,"0:03:22,0","0:04:10,5"
P4,Target Information\Control-flow\Paths,"0:03:22,0","0:04:10,5"
P4,Target Information\Control-flow\Activity,"0:03:22,0","0:04:10,5"
P4,Goals\Characterize behavior,"0:03:27,6","0:03:49,6"
P4,Action\EXTERNAL\Consult artifacts,"0:04:17,2","0:06:31,8"
P4,Goals\Understanding,"0:06:10,8","0:06:25,7"
P4,Goals\Conceptualize the process,"0:06:10,8","0:06:25,7"
P4,Action\DISCO\MAP\Inspect process map (Frequency),"0:06:32,0","0:07:15,1"
P4,Target Information\Control-flow,"0:06:32,0","0:07:15,1"
P4,Target Information\Control-flow\Activity,"0:06:32,0","0:07:15,1"
P4,Goals\Characterize behavior,"0:06:32,0","0:06:56,7"
P4,Goals\Point out things that are weird/interesting,"0:06:33,2","0:06:56,4"
P4,Goals\Point out things that are weird/interesting\Struggle to understand the process,"0:06:33,2","0:06:56,4"
P4,Goals\Understanding,"0:06:36,2","0:07:15,1"
P4,Goals\Interpret findings,"0:06:36,2","0:07:15,1"
P4,Action\EXTERNAL\Consult artifacts,"0:06:56,6","0:06:59,9"
P4,Goals\Make hypotheses/assumptions,"0:07:02,9","0:07:15,3"
P4,Goals\Make hypotheses/assumptions\Asking questions,"0:07:02,9","0:07:15,3"
P4,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:07:15,5","0:10:39,8"
P4,Action\DISCO\INSPECT STATISTICS,"0:07:15,5","0:10:39,8"
P4,Target Information\Size of the log,"0:07:19,6","0:07:29,6"
P4,Target Information\Control-flow,"0:07:43,4","0:08:25,4"
P4,Target Information\Control-flow\Endpoints,"0:07:43,4","0:08:25,4"
P4,Target Information\Control-flow\Activity,"0:07:43,4","0:08:25,4"
P4,Goals\Characterize behavior,"0:07:43,6","0:08:24,9"
P4,Target Information\Control-flow,"0:08:37,0","0:08:58,6"
P4,Target Information\Control-flow\Endpoints,"0:08:37,0","0:08:58,6"
P4,Target Information\Control-flow\Activity,"0:08:37,0","0:08:58,6"
P4,Goals\Make hypotheses/assumptions,"0:08:58,6","0:09:23,0"
P4,Goals\Make hypotheses/assumptions\Make hypothesis,"0:08:58,6","0:09:23,0"
P4,Goals\Point out things that are weird/interesting,"0:09:17,2","0:09:22,8"
P4,Goals\Point out things that are weird/interesting\Interesting aspects for the analysis,"0:09:17,2","0:09:22,8"
P4,Target Information\Variants and their distribution\Variants,"0:09:48,3","0:10:29,1"
P4,Target Information\Mainstream behavior (Most frequent behavior),"0:09:53,6","0:09:56,7"
P4,Target Information\Control-flow\Structuredness of the process,"0:09:56,6","0:10:27,1"
P4,Goals\Obtain information about log characteristics\Process structuredness,"0:09:56,6","0:10:27,1"
P4,Target Information\Control-flow,"0:09:56,6","0:10:27,1"
P4,Goals\Obtain information about log characteristics,"0:09:56,6","0:10:27,1"
P5,Action\DISCO\MAP\Inspect process map (Frequency),"0:00:38,7","0:02:44,5"
P5,Target Information\Control-flow,"0:00:56,2","0:01:07,3"
P5,Target Information\Control-flow\Paths,"0:00:56,2","0:01:07,3"
P5,Target Information\Control-flow\Activity,"0:00:56,2","0:01:07,3"
P5,Goals\Point out things that are weird/interesting,"0:00:56,3","0:01:07,2"
P5,Goals\Point out things that are weird/interesting\Struggle to understand the process,"0:00:56,3","0:01:07,2"
P5,Target Information\Control-flow,"0:01:07,3","0:01:18,0"
P5,Target Information\Control-flow\Paths,"0:01:07,3","0:01:18,0"
P5,Target Information\Control-flow\Activity,"0:01:07,3","0:01:18,0"
P5,Action\DISCO\MAP\Changes level of detail (Activities),"0:01:18,1","0:01:21,9"
P5,Target Information\Control-flow,"0:01:29,7","0:01:41,7"
P5,Target Information\Control-flow\Paths,"0:01:29,7","0:01:41,7"
P5,Target Information\Control-flow\Activity,"0:01:29,7","0:01:41,7"
P5,Target Information\Mainstream behavior (Most frequent behavior),"0:01:29,7","0:01:41,7"
P5,Target Information\Control-flow,"0:01:41,7","0:01:54,1"
P5,Target Information\Control-flow\Paths,"0:01:41,7","0:01:54,1"
P5,Target Information\Control-flow\Activity,"0:01:41,7","0:01:54,1"
P5,Goals\Characterize behavior,"0:01:41,7","0:01:54,1"
P5,Goals\Point out things that are weird/interesting,"0:01:48,7","0:01:55,7"
P5,Goals\Point out things that are weird/interesting\Struggle to understand the process,"0:01:48,7","0:01:55,7"
P5,Goals\Obtain information about log characteristics\Process structuredness,"0:01:55,8","0:02:10,5"
P5,Goals\Obtain information about log characteristics,"0:01:55,8","0:02:10,5"
P5,Action\DISCO\MAP\Changes level of detail (Paths),"0:01:55,9","0:02:06,7"
P5,Target Information\Control-flow\Structuredness of the process,"0:02:00,1","0:02:10,5"
P5,Target Information\Control-flow\Paths,"0:02:00,1","0:02:10,5"
P5,Target Information\Control-flow,"0:02:00,1","0:02:10,5"
P5,Action\DISCO\MAP\Changes level of detail (Activities),"0:02:12,0","0:02:20,0"
P5,Target Information\Control-flow,"0:02:20,1","0:02:34,4"
P5,Target Information\Control-flow\Paths,"0:02:20,1","0:02:34,4"
P5,Target Information\Control-flow\Activity,"0:02:20,1","0:02:34,4"
P5,Goals\Understanding,"0:02:20,1","0:02:34,4"
P5,Goals\Conceptualize the process,"0:02:20,1","0:02:34,4"
P5,Goals\Point out things that are weird/interesting,"0:02:25,0","0:02:33,2"
P5,Goals\Point out things that are weird/interesting\Struggle to understand the process,"0:02:25,0","0:02:33,2"
P5,Action\DISCO\MAP\Changes level of detail (Paths),"0:02:38,2","0:02:43,5"
P5,Action\DISCO\MAP\Inspect process map (Performance),"0:02:44,5","0:03:16,8"
P5,Target Information\Temporal aspects,"0:02:44,5","0:03:16,8"
P5,Target Information\Temporal aspects\Total duration,"0:02:44,5","0:03:16,8"
P5,Target Information\Outliers (Exceptional behavior),"0:02:48,8","0:03:06,8"
P5,Goals\Characterize behavior,"0:02:49,8","0:03:03,0"
P5,Goals\Detect anomalies\Find bottlenecks in the process,"0:03:04,0","0:03:07,6"
P5,Goals\Detect anomalies,"0:03:04,0","0:03:07,6"
P5,Target Information\Outliers (Exceptional behavior),"0:03:07,0","0:03:12,5"
P5,Goals\Characterize behavior,"0:03:08,0","0:03:12,8"
P5,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:03:16,8","0:03:47,2"
P5,Action\DISCO\INSPECT STATISTICS,"0:03:16,8","0:03:47,2"
P5,Goals\Obtain information about log characteristics,"0:03:19,0","0:03:36,0"
P5,Goals\Obtain information about log characteristics\Have an idea of temporal information,"0:03:19,0","0:03:36,0"
P5,Target Information\Temporal aspects\Case duration,"0:03:19,2","0:03:35,2"
P5,Target Information\Temporal aspects,"0:03:19,2","0:03:35,2"
P5,Target Information\Mainstream behavior (Most frequent behavior),"0:03:26,1","0:03:30,5"
P5,Target Information\Outliers (Exceptional behavior),"0:03:30,5","0:03:35,2"
P5,Target Information\Variants and their distribution\Distribution of variants,"0:03:40,4","0:03:46,6"
P5,Action\EXTERNAL\Consult artifacts,"0:03:54,5","0:05:33,0"
P5,Target Information\Outliers (Exceptional behavior),"0:04:10,5","0:04:18,7"
P5,Goals\Make hypotheses/assumptions,"0:04:10,5","0:04:18,7"
P5,Goals\Detect anomalies\Find bottlenecks in the process,"0:04:10,5","0:04:18,7"
P5,Goals\Make hypotheses/assumptions\Make assumptions,"0:04:10,5","0:04:18,7"
P5,Goals\Detect anomalies,"0:04:10,5","0:04:18,7"
P5,Goals\Understanding,"0:04:50,3","0:04:58,2"
P5,Goals\Obtain information about log characteristics,"0:05:30,0","0:05:46,8"
P5,Goals\Obtain information about log characteristics\Have an idea of which attributes are available,"0:05:30,0","0:05:46,8"
P5,Action\DISCO\VARIANTS\Case scrolling,"0:05:38,6","0:05:48,7"
P5,Target Information\Data Attributes,"0:05:38,6","0:05:48,7"
P5,Target Information\Data Attributes\Other attributes,"0:05:38,6","0:05:48,7"
P5,Action\DISCO\VARIANTS,"0:05:38,6","0:05:48,7"
P5,Action\DISCO\MAP\Inspect process map (Frequency),"0:05:53,7","0:05:59,2"
P5,Action\EXTERNAL\Consult artifacts,"0:06:00,0","0:06:08,2"
P6,Action\EXTERNAL\Consult artifacts,"0:00:23,6","0:00:58,2"
P6,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:00:58,4","0:03:16,9"
P6,Action\DISCO\INSPECT STATISTICS,"0:00:58,4","0:03:16,9"
P6,Goals\Characterize behavior,"0:01:02,4","0:01:58,4"
P6,Action\DISCO\INSPECT STATISTICS\Inspect distribution,"0:01:07,0","0:01:58,9"
P6,Target Information\Temporal aspects,"0:01:07,0","0:01:58,9"
P6,Goals\Check conformance\Check for causes or patterns in attributes,"0:01:09,3","0:01:44,8"
P6,Goals\Check conformance,"0:01:09,3","0:01:44,8"
P6,Target Information\Temporal aspects\Events over time,"0:01:11,7","0:01:59,1"
P6,Action\DISCO\INSPECT STATISTICS\Look for patterns in a distribution,"0:01:18,6","0:01:59,1"
P6,Target Information\Control-flow,"0:01:59,2","0:02:28,2"
P6,Target Information\Control-flow\Activity,"0:01:59,2","0:02:28,2"
P6,Action\DISCO\INSPECT STATISTICS\Inspect distribution,"0:01:59,5","0:02:27,8"
P6,Target Information\Mainstream behavior (Most frequent behavior),"0:02:06,2","0:02:16,2"
P6,Goals\Characterize behavior\Quantify behavior,"0:02:07,2","0:02:13,4"
P6,Goals\Characterize behavior,"0:02:07,4","0:02:28,2"
P6,Goals\Characterize behavior\Quantify behavior,"0:02:19,6","0:02:28,0"
P6,Target Information\Data Attributes,"0:02:29,5","0:02:41,6"
P6,Target Information\Data Attributes\Resources,"0:02:29,5","0:02:41,6"
P6,Goals\Characterize behavior,"0:02:29,5","0:02:41,6"
P6,Goals\Detect anomalies\Find anomalies in data attributes,"0:02:29,5","0:02:53,2"
P6,Goals\Characterize behavior\Quantify behavior,"0:02:29,5","0:02:41,6"
P6,Target Information\Data Attributes\Other attributes,"0:02:41,8","0:06:27,2"
P6,Target Information\Data Attributes,"0:02:41,8","0:06:27,2"
P6,Action\DISCO\INSPECT STATISTICS\Inspect distribution,"0:02:42,1","0:03:16,7"
P6,Goals\Characterize behavior,"0:02:47,8","0:02:53,3"
P6,Goals\Characterize behavior\Quantify behavior,"0:02:47,8","0:02:53,3"
P6,Goals\Characterize behavior,"0:02:54,4","0:03:10,4"
P6,Action\EXTERNAL\Consult artifacts,"0:03:17,0","0:03:25,7"
P6,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:03:25,8","0:04:30,0"
P6,Action\DISCO\INSPECT STATISTICS,"0:03:25,8","0:04:30,0"
P6,Action\DISCO\INSPECT STATISTICS\Inspect distribution,"0:03:30,6","0:04:02,0"
P6,Goals\Obtain information about log characteristics,"0:03:36,4","0:03:44,9"
P6,Goals\Obtain information about log characteristics\Have an idea of which attributes are available,"0:03:36,4","0:03:44,9"
P6,Goals\Data cleaning (Filtering),"0:04:10,6","0:05:04,6"
P6,Action\DISCO\MAP\Filtering\Attribute Filter,"0:04:30,0","0:04:40,7"
P6,Action\DISCO\MAP\Filtering,"0:04:30,0","0:04:40,7"
P6,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:04:40,9","0:05:01,0"
P6,Action\DISCO\INSPECT STATISTICS,"0:04:40,9","0:05:01,0"
P6,Goals\Compare scenarios,"0:04:55,8","0:05:05,2"
P6,Action\DISCO\MAP\Filtering\Attribute Filter,"0:05:00,9","0:05:07,1"
P6,Action\DISCO\MAP\Filtering,"0:05:00,9","0:05:07,1"
P6,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:05:07,0","0:05:08,3"
P6,Action\DISCO\INSPECT STATISTICS,"0:05:07,0","0:05:08,3"
P6,Action\DISCO\MAP\Inspect process map (Frequency),"0:05:08,4","0:05:10,9"
P6,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:05:11,0","0:05:21,3"
P6,Action\DISCO\INSPECT STATISTICS,"0:05:11,0","0:05:21,3"
P6,Action\DISCO\MAP\Filtering\Attribute Filter,"0:05:21,4","0:05:40,2"
P6,Goals\Data cleaning (Filtering),"0:05:21,4","0:05:40,2"
P6,Action\DISCO\MAP\Filtering,"0:05:21,4","0:05:40,2"
P6,Goals\Compare scenarios,"0:05:40,3","0:06:27,8"
P6,Action\DISCO\INSPECT STATISTICS\Inspect statistics,"0:05:40,4","0:06:27,0"
P6,Action\DISCO\INSPECT STATISTICS,"0:05:40,4","0:06:27,0"
P6,Action\DISCO\INSPECT STATISTICS\Inspect distribution,"0:05:44,9","0:06:26,9"
P6,Goals\Characterize behavior,"0:06:16,4","0:06:27,2"
P6,Action\DISCO\VARIANTS\Inspect variants,"0:06:35,5","0:07:44,0"
P6,Action\DISCO\VARIANTS,"0:06:35,5","0:07:44,0"
P6,Target Information\Mainstream behavior (Most frequent behavior),"0:06:43,0","0:07:05,1"
P6,Goals\Obtain information about log characteristics,"0:06:43,0","0:07:05,1"
P6,Goals\Characterize behavior,"0:06:50,4","0:07:07,4"
P6,Target Information\Variants and their distribution\Distribution of variants,"0:06:50,4","0:07:07,4"
P6,Target Information\Mainstream behavior (Most frequent behavior),"0:07:14,0","0:07:21,2"
P6,Goals\Characterize behavior,"0:07:14,9","0:07:22,8"
P6,Goals\Make hypotheses/assumptions,"0:07:25,2","0:07:32,7"
P6,Goals\Make hypotheses/assumptions\Make assumptions,"0:07:25,2","0:07:32,7"
P6,Goals\Understanding,"0:07:32,9","0:07:57,3"
P6,Goals\Interpret findings,"0:07:32,9","0:07:57,3"
P6,Action\EXTERNAL\Consult artifacts,"0:07:46,2","0:07:57,7"
P6,Goals\Make hypotheses/assumptions,"0:07:57,8","0:08:02,8"
P6,Goals\Make hypotheses/assumptions\Make assumptions,"0:07:57,8","0:08:02,8"
P6,Action\DISCO\VARIANTS\Inspect variants,"0:08:02,9","0:08:30,4"
P6,Action\DISCO\VARIANTS,"0:08:02,9","0:08:30,4"
P6,Goals\Characterize behavior,"0:08:07,8","0:08:21,6"
P6,Goals\Understanding,"0:08:07,8","0:08:30,2"
P6,Goals\Interpret findings,"0:08:07,8","0:08:30,2"
P6,Action\DISCO\MAP\Inspect process map (Frequency),"0:08:30,9","0:10:23,0"
P6,Target Information\Size of the log,"0:08:39,6","0:08:49,2"
P6,Target Information\Control-flow\Paths,"0:08:41,2","0:08:58,0"
P6,Target Information\Control-flow\Activity,"0:08:41,2","0:08:58,0"
P6,Goals\Characterize behavior,"0:08:41,2","0:08:58,0"
P6,Target Information\Control-flow,"0:08:41,2","0:08:58,0"
P6,Goals\Characterize behavior\Quantify behavior,"0:08:41,2","0:08:51,5"
P6,Goals\Make hypotheses/assumptions,"0:08:59,5","0:09:16,0"
P6,Goals\Make hypotheses/assumptions\Make assumptions,"0:08:59,5","0:09:16,0"
P6,Goals\Characterize behavior,"0:09:00,0","0:09:16,0"
P6,Goals\Characterize behavior\Quantify behavior,"0:09:00,0","0:09:16,0"
P6,Goals\Characterize behavior,"0:09:29,7","0:09:36,4"
P6,Goals\Characterize behavior\Quantify behavior,"0:09:29,7","0:09:36,4"
P6,Action\DISCO\MAP\Changes level of detail (Paths),"0:09:36,9","0:09:44,0"
P6,Target Information\Control-flow\Paths,"0:09:45,9","0:10:12,3"
P6,Target Information\Control-flow\Activity,"0:09:45,9","0:10:12,3"
P6,Goals\Characterize behavior,"0:09:45,9","0:10:05,2"
P6,Target Information\Control-flow,"0:09:45,9","0:10:12,3"
